datum,mesto,naslov,sifra_umetnika
2020-07-12,4,MORE   MORE,364940
2020-07-12,5,GANG,387567
2020-07-12,6,Secret Story of the Swan,351072
2020-07-12,7,Dolphin,348488
2020-07-12,8,Any song,344897
2020-07-12,9,GANG Official Remix,
2020-07-12,10,Blueming,350612
2020-07-19,1,How You Like That,389341
2020-07-19,2,Maria,358962
2020-07-19,3,eight (Prod. Feat. SUGA of BTS),350612
2020-07-19,4,Candy,368552
2020-07-19,5,pporappippam,347055
2020-07-19,6,MORE   MORE,364940
2020-07-19,7,Nonstop,348488
2020-07-19,8,Summer Hate (Feat. Rain),344897
2020-07-19,9,Dolphin,348488
2020-07-19,10,Left   Right,345359
2020-07-26,1,Monster,388237
2020-07-26,2,How You Like That,389341
2020-07-26,3,Summer Breeze,360019
2020-07-26,4,Summer Hate (Feat. Rain),344897
2020-07-26,5,Maria,358962
2020-07-26,6,pporappippam,347055
2020-07-26,7,eight (Prod. Feat. SUGA of BTS),350612
2020-07-26,8,Dolphin,348488
2020-07-26,9,MORE   MORE,364940
2020-07-26,10,Nonstop,348488
2020-08-02,1,1 Billion Views (Feat. MOON),368849
2020-08-02,2,How You Like That,389341
2020-08-02,3,Maria,358962
2020-08-02,4,Summer Hate (Feat. Rain),344897
2020-08-02,5,Nonstop,348488
2020-08-02,6,eight (Prod. Feat. SUGA of BTS),350612
2020-08-02,7,pporappippam,347055
2020-08-02,8,Apple,357139
2020-08-02,9,Dolphin,348488
2020-08-02,10,Monster,388237
2020-08-09,1,How You Like That,389341
2020-08-09,2,Maria,358962
2020-08-09,3,Summer Hate (Feat. Rain),344897
2020-08-09,4,eight (Prod. Feat. SUGA of BTS),350612
2020-08-09,5,pporappippam,347055
2020-08-09,6,Dolphin,348488
2020-08-09,7,1 Billion Views (Feat. MOON),368849
2020-08-09,8,Monster,388237
2020-08-09,9,Nonstop,348488
2020-08-09,10,MORE   MORE,364940
2020-08-16,1,Maria,358962
2020-08-16,2,How You Like That,389341
2020-08-16,3,Summer Hate (Feat. Rain),344897
2020-08-16,4,eight (Prod. Feat. SUGA of BTS),350612
2020-08-16,5,HOLO,389498
2020-08-16,6,Dolphin,348488
2020-08-16,7,pporappippam,347055
2020-08-16,8,Nonstop,348488
2020-08-16,9,Monster,388237
2020-08-16,10,MORE   MORE,364940
2020-08-23,1,Who U Are,369282
2020-08-23,2,DUMDi DUMDi,345622
2020-08-23,3,Maria,358962
2020-08-23,4,How You Like That,389341
2020-08-23,5,Dolphin,348488
2020-08-23,6,eight (Prod. Feat. SUGA of BTS),350612
2020-08-23,7,Summer Hate (Feat. Rain),344897
2020-08-23,8,pporappippam,347055
2020-08-23,9,HOLO,389498
2020-08-23,10,NUNU NANA,390155
2020-08-30,1,Maria,358962
2020-08-30,2,BOY,390109
2020-08-30,3,DUMDi DUMDi,345622
2020-08-30,4,How You Like That,389341
2020-08-30,5,NUNU NANA,390155
2020-08-30,6,Dolphin,348488
2020-08-30,7,eight (Prod. Feat. SUGA of BTS),350612
2020-08-30,8,Nonstop,348488
2020-08-30,9,Summer Hate (Feat. Rain),344897
2020-08-30,10,HOLO,389498
2020-09-06,1,Not Shy,358973
2020-09-06,2,NUNU NANA,390155
2020-09-06,3,Maria,358962
2020-09-06,4,How You Like That,389341
2020-09-06,5,Dolphin,348488
2020-09-06,6,DUMDi DUMDi,345622
2020-09-06,7,When We Disco (Duet with SUNMI),390817
2020-09-06,8,eight (Prod. Feat. SUGA of BTS),350612
2020-09-06,9,Nonstop,348488
2020-09-06,10,Summer Hate (Feat. Rain),344897
2020-09-13,1,Dynamite,347972
2020-09-13,2,Not Shy,358973
2020-09-13,3,NUNU NANA,390155
2020-09-13,4,When We Disco (Duet with SUNMI),390817
2020-09-13,5,Maria,358962
2020-09-13,6,How You Like That,389341
2020-09-13,7,DUMDi DUMDi,345622
2020-09-13,8,Dolphin,348488
2020-09-13,9,eight (Prod. Feat. SUGA of BTS),350612
2020-09-13,10,Nonstop,348488
2020-09-20,1,Dynamite,347972
2020-09-20,2,B.A.D,345741
2020-09-20,3,Not Shy,358973
2020-09-20,4,NUNU NANA,390155
2020-09-20,5,Maria,358962
2020-09-20,6,When We Disco (Duet with SUNMI),390817
2020-09-20,7,DUMDi DUMDi,345622
2020-09-20,8,How You Like That,389341
2020-09-20,9,Dolphin,348488
2020-09-20,10,eight (Prod. Feat. SUGA of BTS),350612
2020-09-27,1,Dynamite,347972
2020-09-27,2,Criminal,379064
2020-09-27,3,NUNU NANA,390155
2020-09-27,4,Bon voyage,391492
2020-09-27,5,Not Shy,358973
2020-09-27,6,Maria,358962
2020-09-27,7,When We Disco (Duet with SUNMI),390817
2020-09-27,8,Slightly Tipsy,391811
2020-09-27,9,Dolphin,348488
2020-09-27,10,How You Like That,389341
2020-10-04,1,Dynamite,347972
2020-10-04,2,Back Door,
2020-10-04,3,Maria,358962
2020-10-04,4,When We Disco (Duet with SUNMI),390817
2020-10-04,5,NUNU NANA,390155
2020-10-04,6,Bon voyage,391492
2020-10-04,7,Not Shy,358973
2020-10-04,8,eight (Prod. Feat. SUGA of BTS),350612
2020-10-04,9,Slightly Tipsy,391811
2020-10-04,10,How You Like That,389341
2020-10-11,1,Dynamite,347972
2020-10-11,2,In full bloom (Prod. Shin Ji Hoo),392186
2020-10-11,3,The Stealer,355113
2020-10-11,4,When We Disco (Duet with SUNMI),390817
2020-10-11,5,Maria,358962
2020-10-11,6,Slightly Tipsy,391811
2020-10-11,7,NUNU NANA,390155
2020-10-11,8,eight (Prod. Feat. SUGA of BTS),350612
2020-10-11,9,How You Like That,389341
2020-10-11,10,Dolphin,348488
2020-10-18,1,Dynamite,347972
2020-10-18,2,In full bloom (Prod. Shin Ji Hoo),392186
2020-10-18,3,When We Disco (Duet with SUNMI),390817
2020-10-18,4,NUNU NANA,390155
2020-10-18,5,Slightly Tipsy,391811
2020-10-18,6,Maria,358962
2020-10-18,7,eight (Prod. Feat. SUGA of BTS),350612
2020-10-18,8,Dolphin,348488
2020-10-18,9,How You Like That,389341
2020-10-18,10,Not Shy,358973
2020-10-25,1,Lovesick Girls,389341
2020-10-25,2,Dynamite,347972
2020-10-25,3,Slightly Tipsy,391811
2020-10-25,4,When We Disco (Duet with SUNMI),390817
2020-10-25,5,NUNU NANA,390155
2020-10-25,6,Maria,358962
2020-10-25,7,eight (Prod. Feat. SUGA of BTS),350612
2020-10-25,8,Dolphin,348488
2020-10-25,9,Nonstop,348488
2020-10-25,10,How You Like That,389341
2020-11-01,1,Make A Wish (Birthday Song),393692
2020-11-01,2,Dynamite,347972
2020-11-01,3,Lovesick Girls,389341
2020-11-01,4,Slightly Tipsy,391811
2020-11-01,5,When We Disco (Duet with SUNMI),390817
2020-11-01,6,NUNU NANA,390155
2020-11-01,7,Maria,358962
2020-11-01,8,eight (Prod. Feat. SUGA of BTS),350612
2020-11-01,9,Dolphin,348488
2020-11-01,10,How You Like That,389341
2020-11-08,1,HOME;RUN,345359
2020-11-08,2,Dynamite,347972
2020-11-08,3,Lovesick Girls,389341
2020-11-08,4,Love should not be harsh on you,393964
2020-11-08,5,Slightly Tipsy,391811
2020-11-08,6,NUNU NANA,390155
2020-11-08,7,When We Disco (Duet with SUNMI),390817
2020-11-08,8,Make A Wish (Birthday Song),393692
2020-11-08,9,Maria,358962
2020-11-08,10,eight (Prod. Feat. SUGA of BTS),350612
2020-11-15,1,I CAN&rsquo;T STOP ME,364940
2020-11-15,2,Blue Hour,360357
2020-11-15,3,Dynamite,347972
2020-11-15,4,Lovesick Girls,389341
2020-11-15,5,Love should not be harsh on you,393964
2020-11-15,6,Slightly Tipsy,391811
2020-11-15,7,Dingga,353617
2020-11-15,8,When We Disco (Duet with SUNMI),390817
2020-11-15,9,NUNU NANA,390155
2020-11-15,10,Make A Wish (Birthday Song),393692
2020-11-22,1,Dynamite,347972
2020-11-22,2,Dingga,353617
2020-11-22,3,I CAN&rsquo;T STOP ME,364940
2020-11-22,4,Lovesick Girls,389341
2020-11-22,5,Love Killa,351688
2020-11-22,6,Love should not be harsh on you,393964
2020-11-22,7,Slightly Tipsy,391811
2020-11-22,8,Run away,353582
2020-11-22,9,AYA,353617
2020-11-22,10,When We Disco (Duet with SUNMI),390817
2020-11-29,1,Dynamite,347972
2020-11-29,2,IDEA,379064
2020-11-29,3,Lovesick Girls,389341
2020-11-29,4,Love should not be harsh on you,393964
2020-11-29,5,MAGO,357139
2020-11-29,6,I CAN&rsquo;T STOP ME,364940
2020-11-29,7,Dingga,353617
2020-11-29,8,A thought on an autumn night,361183
2020-11-29,9,Slightly Tipsy,391811
2020-11-29,10,AYA,353617
2020-12-06,1,Dynamite,347972
2020-12-06,2,Love should not be harsh on you,393964
2020-12-06,3,Lovesick Girls,389341
2020-12-06,4,I CAN&rsquo;T STOP ME,364940
2020-12-06,5,Slightly Tipsy,391811
2020-12-06,6,A thought on an autumn night,361183
2020-12-06,7,Dingga,353617
2020-12-06,8,The Ordinary Man,395588
2020-12-06,9,HAPPENING,372941
2020-12-06,10,When We Disco (Duet with SUNMI),390817
2020-12-13,1,Dynamite,347972
2020-12-13,2,Life Goes On,347972
2020-12-13,3,Love should not be harsh on you,393964
2020-12-13,4,Lovesick Girls,389341
2020-12-13,5,I CAN&rsquo;T STOP ME,364940
2020-12-13,6,Slightly Tipsy,391811
2020-12-13,7,Dingga,353617
2020-12-13,8,The Ordinary Man,395588
2020-12-13,9,A thought on an autumn night,361183
2020-12-13,10,Make A Wish (Birthday Song),393692
2020-12-20,1,Dynamite,347972
2020-12-20,2,90&#039;s Love,393692
2020-12-20,3,Life Goes On,347972
2020-12-20,4,Mmmh,
2020-12-20,5,LAST PIECE,348434
2020-12-20,6,Given-Taken,395837
2020-12-20,7,Love should not be harsh on you,393964
2020-12-20,8,Lovesick Girls,389341
2020-12-20,9,Shiny Star(2020),395848
2020-12-20,10,Slightly Tipsy,391811
